L1,L2,L3,L4,R1,R2,R3,R4
6164,13189.1,15367,13300.2,6316.6,21508.5,13984.2,20491.1
6126.8,13133.9,15371.7,13320.3,6311.2,21486.6,14037.1,20530.5
6078.4,13060.9,15376.5,13334,6309.7,21501.3,14118.3,20596.9
6022.7,13001.5,15358.1,13342.8,6315.3,21541.6,14183.5,20669.6
5967.9,12951.2,15315.4,13332.7,6324.4,21573.1,14237.3,20757
5918.5,12900.7,15262.3,13309.2,6326.9,21591.7,14296.8,20863.7
5868.9,12851.6,15173.6,13283.7,6326.9,21593.4,14359.4,20977.5
5810.2,12801.8,15134.4,13266.2,6307.6,21593.4,14424.5,21091.9
5743.1,12745.1,15094.2,13253.2,6290.1,21586.7,14495.3,21217.3
5667.1,12684.7,15037.2,13226.7,6279.6,21595.1,14591.5,21366.5
5591.5,12616.4,14948.4,13135.1,6273.4,21630.5,14769.4,21535.4
5521.4,12549.8,14857.7,13070.5,6263.2,21664.4,14865.9,21720.3
5453.4,12483.7,14771.9,13001.2,6251,21691.6,14959.8,21901
5453.4,12483.7,14771.9,13001.2,6251,21691.6,14959.8,21901
5391.9,12421.8,14688.5,12932.7,6244.7,21738.7,15047.7,22255.5
5359.5,12374.2,14407.8,12646.5,6253.1,22030.1,15120.1,22633.1
5362.5,12374.2,14216.1,12462.8,6266.7,22176,15124.1,22790.5
5362.5,12374.2,14216.1,12462.8,6266.7,22176,15124.1,22790.5
5416,12463,13872.7,12119.9,6312.1,22489.9,15100.2,22981
5416,12463,13872.7,12119.9,6312.1,22489.9,15100.2,22981
5478.3,12555.6,13521.1,11929.6,6384.1,22660.2,15022.3,23019.8
5672,12800.6,13241.8,11611.4,6447.8,22997.7,14801.7,23030.4
5672,12800.6,13241.8,11611.4,6447.8,22997.7,14801.7,23030.4
5751.1,12907.9,13127.3,11495.1,6472,23270.2,14695.9,23024.1
5835.5,13025.9,13009.5,11357.9,6508.6,23413.8,14585.1,23020.5
6062.6,13300.9,12868.9,11110.5,6594.6,23667.3,14294.8,22924
6062.6,13300.9,12868.9,11110.5,6594.6,23667.3,14294.8,22924
6186.9,13452.4,12836.4,11046.1,6630,23767.1,14100.2,22798.6
6306.4,13597.8,12820.7,11000.2,6653,23861.3,13898.7,22631.1
6421.8,13743,12820.7,10974.4,6678,23932.5,13714.6,22456.9
6540.5,13895.8,12821.9,10957,6703.2,23969.7,13309.7,22270.9
6667,14043.7,12860.7,10950.2,6735.6,23958.7,13101.7,22054.8
6780.2,14178.2,12949.2,10967.5,6743.9,23925.2,12923.9,21515.6
6874.7,14298.1,13205.6,11056.3,6744.4,23900.5,12762.7,21255
6951,14406.7,13347.3,11171.3,6744.3,23861.4,12608.7,21023.7
7018.5,14493.8,13471.1,11304.1,6740.2,23801.2,12501.8,20828.9
7067.8,14595.8,13599,11410.2,6723.6,23733.1,12429.8,20665.2
7101.1,14612.7,13726.8,11533.2,6703.6,23676.3,12374,20526.8
