L1,L2,L3,L4,R1,R2,R3,R4
11046,11980,15195.2,17259.6,9971.9,16931.3,15712.9,10349.6
11058.3,11991.3,15181.8,17221,9972.1,16931.3,15699.9,10347.8
11043.8,11983.8,15204.2,17239.2,9972.1,16929.9,15699.9,10349.6
10998.8,11953.2,15241,17293.2,9966.7,16897.6,15703.4,10366.7
10933.7,11908,15284.2,17365.4,9953.9,16865.7,15723.1,10376.6
10857.7,11856.2,15327.6,17445.6,9920.1,16829.3,15748,10386.2
10786.7,11810.3,15373,17526,9897.5,16784.1,15779.8,10390.8
10786.7,11810.3,15373,17526,9897.5,16784.1,15779.8,10390.8
10669.1,11740.1,15472.2,17696.2,9843.5,16690.6,15866,10387.1
10623.5,11712.2,15514,17772.5,9821.2,16650.3,15883.7,10380.5
10623.5,11712.2,15514,17772.5,9821.2,16650.3,15883.7,10380.5
10571.3,11669.2,15568.8,17862.8,9792.3,16579.6,15908.7,10368.9
10567.9,11674.2,15582.5,17883,9784.5,16568.1,15910,10363.6
10567.9,11674.2,15582.5,17883,9784.5,16568.1,15910,10363.6
10610,11704.1,15574.7,17856.9,9777.7,16550.7,15903.6,10353.2
10629.3,11712.5,15577.2,17845.1,9773.2,16545.7,15905.7,10349.4
10629.3,11712.5,15577.2,17845.1,9773.2,16545.7,15905.7,10349.4
10636.9,11714.4,15575.4,17841.4,9771.3,16543.7,15906.4,10348
10642.7,11722.9,15564,17835.5,9778.3,16569.6,15894.6,10345.1
10642.7,11722.9,15564,17835.5,9778.3,16569.6,15894.6,10345.1
10664.4,11744.3,15537.5,17811.1,9792.8,16598.3,15876.2,10341.3
10750.8,11812,15459.9,17701.9,9819.1,16632.7,15841.6,10336.7
10799.9,11847,15423,17640.8,9830.1,16649,15829,10336.9
10799.9,11847,15423,17640.8,9830.1,16649,15829,10336.9
10889.5,11912.6,15345.7,17523.6,9854.8,16691.2,15817.5,10339.3
10889.5,11912.6,15345.7,17523.6,9854.8,16691.2,15817.5,10339.3
10932.4,11944.4,15304.4,17464.1,9866.7,16717.1,15814.3,10342.7
11017.5,12000,15186,17338.9,9890.5,16736.2,15810.9,10351.9
11017.5,12000,15186,17338.9,9890.5,16736.2,15810.9,10351.9
11063.4,12029,15148.9,17271.5,9910.3,16746.1,15802.8,10355.3
11103,12076.7,15118.1,17209,9918.2,16756.4,15799.4,10359.1
11136.8,12096,15092,17116.7,9925.8,16764.5,15799,10362.3
11163.1,12115.5,15069.4,17081.3,9933.6,16773.8,15798.3,10363.9
11190.3,12135.3,15056.3,17056.4,9937.1,16775.2,15793.5,10363.9
11242.7,12165.7,15047.8,17021.4,9934.3,16748.7,15774,10350.3
11242.7,12165.7,15047.8,17021.4,9934.3,16748.7,15774,10350.3
11267,12183.1,15041.5,17002.8,9931,16745.4,15772.6,10343.9
11293.8,12198.4,15041,16991,9931,16745.4,15768.3,10338.3
11315.2,12215.3,15035.3,16974,9934.2,16749.3,15758.4,10331
11336.8,12232.1,15023,16950,9939.6,16753.4,15749.3,10322.5
11358.6,12243.9,14998.1,16924.8,9950,16772.9,15741.7,10323.1
11371.3,12248.2,14995.6,16916,9950.3,16776.1,15741.7,10323.2
11366.9,12243.3,15001.6,16922.7,9949.6,16776.1,15743.9,10325.3
11362.7,12238.7,15009.5,16930.5,9944.8,16768.3,15747.9,10325.2
11347.4,12227.2,15028.2,16955.5,9935.7,16750.1,15756.2,10323.1
11332,12218.7,15050.1,16982.8,9920.8,16719.3,15766.6,10322.1
11324.4,12214.5,15066,17004.1,9906.9,16684.2,15785.9,10322.5
11315.8,12211.8,15074.1,17021.5,9896.2,16631.5,15810,10323.5
11302.5,12215,15073.2,17027,9887.8,16612.7,15865.5,10328.7
11304.4,12221.3,15063.9,17019.4,9879.3,16601.6,15897.9,10338.9
11314.3,12233.8,15047.5,17003.9,9875,16592.4,15923.2,10350.7
11331.8,12244.4,15025.2,16977,9873.5,16580.5,15941.5,10359.7
11331.8,12244.4,15025.2,16977,9873.5,16580.5,15941.5,10359.7
11352,12267.7,15005.8,16936.2,9860.3,16534.8,15971.1,10362
11355.1,12276.2,15010.4,16935.7,9850.3,16482,15982.9,10359.3
11355.4,12284.2,15015.7,16941.6,9837.9,16450.4,15997.6,10356.6
11358.8,12294.1,15020.4,16950.2,9824.6,16430.1,16015.1,10353.9
11368.6,12311.3,15020.4,16955.3,9818.9,16421.3,16024.2,10339.7
