L1,L2,L3,L4,R1,R2,R3,R4
922.3,3366.3,20135.5,15450.1,4223.8,7393.7,32249.1,24964.5
910.9,3348.6,20032.1,15372.1,4220.1,7416.6,32389.2,25092
910.9,3348.6,20032.1,15372.1,4220.1,7416.6,32389.2,25092
906.6,3340,19986.7,15329.1,4218.6,7427.7,32457.5,25146.9
900.1,3323.7,19960.6,15288.5,4214.2,7426.6,32561.7,25223.8
892.8,3311.9,19997.6,15288.5,4205.3,7411.9,32616,25247
892.8,3311.9,19997.6,15288.5,4205.3,7411.9,32616,25247
882.1,3293.4,20069.7,15304.7,4184,7353.9,32641,25247
875.7,3286,20210.1,15385,4144.4,7300.2,32614.8,25195.8
875.7,3286,20210.1,15385,4144.4,7300.2,32614.8,25195.8
876.9,3287,20258.3,15424.3,4136,7309.4,32594.6,25197.6
876.1,3284.4,20291.2,15444.5,4159.7,7312.8,32567.2,25197.9
875.2,3288.4,20335,15457.3,4204.6,7358.4,32471.5,25162.6
876.4,3296.2,20395.9,15485.8,4301.7,7454.3,32259.1,25093.9
884.4,3305.7,20454.3,15574.6,4406.4,7775.4,32018.8,24991.8
888.3,3313.6,20498.2,15607.6,4473.8,7873.3,31870.1,24905.2
890.6,3317.2,20514.4,15614.1,4516.6,7940.6,31801.4,24853.8
892.2,3317.7,20502,15613.7,4555.2,7999.6,31771.3,24856.7
892.2,3316.3,20467.9,15589,4594.8,8055.7,31758.4,24864.4
890.4,3313.9,20406.6,15542.6,4634.4,8108.1,31750.7,24867.1
887.6,3309.4,20318.9,15490.5,4671.2,8155.5,31751.7,24869.3
884.8,3305.1,20231.4,15436.8,4706.9,8242.4,31749.9,24857.8
884.3,3306.8,20139.3,15375.2,4787.6,8297.4,31735,24838.9
889,3319.4,20037.4,15309.9,4832.4,8346,31716,24817
890.9,3322.3,19959.9,15260.8,4869.4,8384.3,31702.7,24815.3
893.8,3326.3,19902.2,15218,4893.8,8384.3,31719.6,24828.5
893.1,3324.8,19871.1,15182.1,4893.8,8378.4,31714.9,24806.5
891.1,3323.4,19854.9,15162.9,4878,8320.8,31700.2,24782.8
888.1,3320.4,19829.9,15135,4816.2,7998.1,31745.5,24788.5
884.1,3314.6,19769.5,15113.5,4686.1,7821.3,32128.4,24840.4
878.8,3297.4,19735.5,15096.6,4541.1,7694.9,32405.2,24956.8
871.5,3289.7,19699.5,15079.2,4434.5,7611.1,32591.9,25066.5
866.7,3284.5,19676.7,15057,4364,7546.3,32710.7,25162.2
868.5,3285.3,19670.6,15044.3,4254.1,7493.7,32826.8,25253.7
870.6,3287.7,19687.1,15038.2,4202.7,7454.6,32881.2,25372.1
879.8,3301.3,19737.8,15055,4149.2,7403.9,32866.2,25324.2
897.4,3327.1,19820.3,15100,4098.4,7382.6,32802.8,25275.1
925.9,3364.1,19911.2,15163.2,4048,7348.7,32651.8,25164.9
925.9,3364.1,19911.2,15163.2,4048,7348.7,32651.8,25164.9
1009.3,3468.1,20239.6,15353.5,3947.4,7251.4,32219.9,24819.1
1054.3,3523,20478.7,15519.6,3902.3,7201.7,31973.6,24598.7
1054.3,3523,20478.7,15519.6,3902.3,7201.7,31973.6,24598.7
1142.2,3621.7,21241.1,15881.2,3822.1,7062.3,31462.9,24142.6
1178.5,3662.1,21496.4,16266,3806.3,7039.6,31229.7,23941.3
1210.6,3700.6,21736,16434,3803.7,7031.6,30993.6,23723.6
1246.7,3746.2,21966.5,16593.1,3833.2,7034.2,30706.3,23449.5
1287,3796.8,22181.9,16742.3,3857.5,7038.1,30383.3,23145.2
1327.7,3846.9,22387.5,16878,3872.9,7034.6,30043.4,22828.3
1327.7,3846.9,22387.5,16878,3872.9,7034.6,30043.4,22828.3
1410.1,3978,22721,17095.7,3898.5,6964.1,28983.1,22170.1
1439.6,3997,22849.4,17185.4,3906,6937.4,28731.3,21839.1
