L1,L2,L3,L4,R1,R2,R3,R4
13155.4,16008.7,14266.9,8635.4,16424.1,27849,7596.7,6159.9
13848.8,16304.1,14011.5,7990.8,16558.3,28049.4,7314.7,5901.9
14447.9,16468,13874.3,7862,16660.6,28068.7,7153.8,5701.6
14447.9,16468,13874.3,7862,16660.6,28068.7,7153.8,5701.6
14649.2,16640.3,13793.2,7755.9,16702.8,28118.9,6990.8,5490.1
15049.4,17157.4,13630.6,7583.8,16795.8,28189.9,6734.7,5172.3
15049.4,17157.4,13630.6,7583.8,16795.8,28189.9,6734.7,5172.3
15272.3,17356.6,13598.1,7526.5,16799.4,28188.6,6621.1,5025.1
15503.8,17545.7,13607.2,7494.7,16733.5,28097.9,6497.7,4864.2
15681.6,17694.9,13642.9,7483.1,16647.9,28033.5,6389.4,4722.1
15837.6,17829.7,13656.7,7470.9,16569.5,27980.9,6308.8,4638
15988.5,17956.8,13622.9,7429.2,16505.9,27959.9,6253.9,4586.8
16125.6,18078.6,13570.6,7364,16456.2,27963,6206.6,4549.9
16232.9,18183.4,13504.4,7283.7,16415.8,27961.7,6156.2,4516
16291.5,18288.7,13418,7217.3,16395.5,27955.1,6106.3,4488.9
16306.1,18391,13264.8,7171.7,16414.3,27940.4,6036.9,4447.2
16306.1,18469.8,13263.9,7169.2,16446.5,27906.6,6025.7,4385.9
16294.7,18517,13249.8,7162.4,16453.5,27832.1,6018.1,4333.6
16246.9,18525,13277.1,7180.2,16472.7,27721.4,6038,4362.1
16137,18531.4,13337,7241.4,16347.2,27582.5,6100.1,4451.4
15988.4,18484.7,13452.9,7332,16197,27443.7,6185,4574.8
15988.4,18484.7,13452.9,7332,16197,27443.7,6185,4574.8
15829.6,18422.8,13719.3,7546.5,15903.7,27148.3,6321.8,4772.8
15761.8,18387.4,13822.1,7639.7,15793.3,27085.7,6382.8,4856.9
15710.2,18308.4,13867,7702.9,15720.3,27044.3,6441.4,4949.7
15670,18296.9,13870.6,7729,15663.8,26999,6504.5,5040.2
15634.3,18274.3,13884.9,7745,15613.7,26947.8,6563,5114.9
15601.9,18250.8,13908.6,7776.9,15568.1,26886.2,6622.6,5171
